label	message	preprocessed_message
0	Go chase after her and run her over while she's crossing the street	go chase run shes crossing street
1	FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP	freemsg record indicate may entitled pound accident claim free reply yes msg opt text stop
0	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe	lay man let know missed thought great day send bimbo ugos number ill appreciate safe
0	If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .	anyone call treadmill say youll buy make sure working found ad craigslist selling ltgt
1	XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only	xmas prize draw trying contact u today draw show £ prize guaranteed call land line valid hr
1	Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL	hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x calls£minmobsmorelkpoboxhpfl
0	I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?	probably wont eat today think im gon na pop weekend u miss
1	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.	romantic paris night flight £ book next year call tscs apply
0	Shall i get my pouch?	shall get pouch
0	Cool, I'll text you in a few	cool ill text
0	And whenever you and i see we can still hook up too.	whenever see still hook
0	Hey i'm bored... So i'm thinking of u... So wat r u doing?	hey im bored im thinking u wat r u
0	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...	busy trying finish new year looking forward finally meeting
0	K tell me anything about you.	k tell anything
0	swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.	swhrt u deyhope ur ok tot u daylove n misstake care
1	Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service	hi sexychat girl waiting text text great night chatting send stop stop service
0	Sorry, I'll call later	sorry ill call later
1	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599	u secret admirer looking make contact ufind rreveal think ur specialcall
1	Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW	want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply
0	Ok. No wahala. Just remember that a friend in need ...	ok wahala remember friend need
0	WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!	first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom
1	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.	orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop
0	Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive	yoyyooo u know change permission drive mac usb flash drive
0	Dear where you. Call me	dear call
0	Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?	yeah fact asked needed anything like hour ago much
0	Ok... Let u noe when i leave my house.	ok let u noe leave house
0	Dunno da next show aft 6 is 850. Toa payoh got 650.	dunno da next show aft toa payoh got
1	Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 	congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim tscs wwwsmsconet cost£max
0	Yeah sure, give me a couple minutes to track down my wallet	yeah sure give couple minute track wallet
0	Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy	sorry lot friendofafriend stuff im talk actual guy want buy
0	Where @	
0	Ok both our days. So what are you making for dinner tonite? Am I invited?	ok day making dinner tonite invited
0	Havent still waitin as usual... Ü come back sch oredi?	havent still waitin usual ü come back sch oredi
0	Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...	ok lor sony ericsson salesman ask shuhui say quite gd use considering
1	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription	u win £ music gift voucher every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription
0	We will meet soon princess! Ttyl!	meet soon princess ttyl
1	Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA	u get phone wan na chat set meet call u cum moro luv jane xx calls£minmoremobsemspoboxpowa
0	it's really getting me down just hanging around.	really getting hanging around
0	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
0	Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?	yun ahnow ü wkg wherebtw ü go nu sc ü wana specialise wad
0	I call you later, don't have network. If urgnt, sms me.	call later dont network urgnt sm
0	No. To be nosy I guess. Idk am I over reacting if I'm freaked?	nosy guess idk reacting im freaked
0	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune	per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
0	I'll text carlos and let you know, hang on	ill text carlos let know hang
0	U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?	u free sat rite u wan watch infernal affair wif n darren n mayb xy
0	Hello- thanx for taking that call. I got a job! Starts on monday!	hello thanx taking call got job start monday
0	My drive can only be read. I need to write	drive read need write
1	Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz	account credited free text message activate txt word credit tc wwwbiz
0	Gud mrng dear hav a nice day	gud mrng dear hav nice day
0	Lol alright i was thinkin that too haha	lol alright thinkin haha
0	Yes see ya not on the dot	yes see ya dot
0	I will come to ur home now	come ur home
0	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.	entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went
0	Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?	lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
0	Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh
1	"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"	free msg get gnarl barkley crazy ringtone totally free reply go message right
0	So do you have samus shoulders yet	samus shoulder yet
0	Where you. What happen	happen
0	Umma my life and vava umma love you lot dear	umma life vava umma love lot dear
0	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	hope youve settled new school year wishin gr day
0	Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!	yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
0	Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.	pls clarify back open return ticket preponed go back kerala
0	Nope. Meanwhile she talk say make i greet you.	nope meanwhile talk say make greet
0	Can u look 4 me in da lib i got stuff havent finish yet.	u look da lib got stuff havent finish yet
0	Yes..gauti and sehwag out of odi series.	yesgauti sehwag odi series
0	I will come with karnan car. Please wait till 6pm will directly goto doctor.	come karnan car please wait till pm directly goto doctor
0	Babe ? I lost you ... Will you try rebooting ?	babe lost try rebooting
0	I cant wait to see you! How were the photos were useful? :)	cant wait see photo useful
0	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
0	Do you want bold 2 or bb torch	want bold bb torch
0	Excellent, I'll see what riley's plans are	excellent ill see riley plan
0	Aiyo please ü got time meh.	aiyo please ü got time meh
0	He remains a bro amongst bros	remains bro amongst bros
0	Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?	hello hun ru way im good date guy met walkabout far meet soon hows everyone else
0	I attended but nothing is there.	attended nothing
0	Msg me when rajini comes.	msg rajini come
0	K, can that happen tonight?	k happen tonight
0	I'm at home. Please call	im home please call
0	Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!	hey pple nightsexcellent location wif breakfast hamper
0	Oh...i asked for fun. Haha...take care. ü	ohi asked fun hahatake care ü
